"","player","team","type","MW","nation","position","age","born","starts","starts_graded","subs","subs_graded","benchs","mins","mins_mean","nineties","grade_mean","tG","tGA","npG","npxG","npG_perf","npG_perf_rel","p_att","pG","p_miss","npA","pA","xAG","A_perf","A_perf_rel","npG_A","npG_A_perf","npG_A_perf_rel","npG_p90","npxG_p90","npG_perf_p90","npG_perf_rel_p90","A_p90","xAG_p90","A_perf_p90","A_perf_rel_p90","npG_A_p90","npxG_xAG_p90","npG_A_perf_p90","npG_A_perf_rel_p90","ownG","ylw","ylwred","red","sds","status_pts","grade_pts","npG_pts","pG_pts","npA_pts","pA_pts","ylwred_pts","red_pts","sds_pts","clean_sheet_pts","points","name_fbref","url_fbref"
"178","Guerreiro","Bayern München","Abwehr",3.4,"POR","DF,MF","30",1993,19,19,4,2,9,1580,69,17.5,"3.31",93,29,4,2.9,1.1,"1.38",0,0,0,4,0,2.9,1.1,"1.38",8,2.2,"1.38",0.23,0.16,0.07,"1.44",0.23,0.17,0.06,"1.35",0.46,0.33,0.13,"1.39",0,2,0,0,0,84,16,20,0,8,0,0,0,0,0,128,"Raphaël Guerreiro","https://fbref.com/en/players/048a1cbc/Raphael-Guerreiro"
"179","Guilavogui","FC St. Pauli","Sturm",1.5,"GUI","FW,MF","26",1998,21,21,4,3,0,1815,73,20.1,"3.73",21,28,6,7.1,-1.1,"0.85",0,0,0,2,0,1.9,0.1,"1.05",8,-1.1,"0.88",0.3,0.36,-0.06,"0.83",0.1,0.1,0,"1.00",0.4,0.45,-0.05,"0.89",0,6,0,0,3,92,-22,18,0,4,0,0,0,9,0,101,"Morgan Guilavogui","https://fbref.com/en/players/79b51257/Morgan-Guilavogui"
"180","Guirassy","Borussia Dortmund","Sturm",7.5,"GUI","FW","28",1996,29,29,1,1,0,2602,87,28.9,"3.30",62,50,18,19.6,-1.6,"0.92",4,3,1,5,2,3.9,0.1,"1.03",22,-1.5,"0.94",0.62,0.68,-0.0600000000000001,"0.91",0.14,0.14,0,"1.00",0.76,0.81,-0.05,"0.94",0,4,0,0,3,118,24,54,9,10,4,0,0,9,0,228,"Serhou Guirassy","https://fbref.com/en/players/923f4dda/Serhou-Guirassy"
"181","Gulacsi","RB Leipzig","Tor",3.6,"HUN","GK","34",1990,30,30,0,0,1,2633,88,29.2,"2.65",50,40,0,0,0,"NaN",0,0,0,0,0,0,0,"NaN",0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,0,4,120,102,0,0,0,0,0,0,12,28,262,"Péter Gulácsi","https://fbref.com/en/players/bcb2ccd8/Peter-Gulacsi"
"182","Gumny","FC Augsburg","Abwehr",1,"POL","DF","26",1998,2,2,5,3,4,269,38,3,"3.70",10,24,0,0.3,-0.3,"0.00",0,0,0,0,0,0.5,-0.5,"0.00",0,-0.8,"0.00",0,0.11,-0.11,"0.00",0,0.15,-0.15,"0.00",0,0.26,-0.26,"0.00",0,2,0,0,0,18,-4,0,0,0,0,0,0,0,0,14,"Robert Gumny","https://fbref.com/en/players/1df0c0b9/Robert-Gumny"
"183","Günter","SC Freiburg","Abwehr",2.6,"GER","DF","31",1993,27,27,2,0,5,2323,80,25.7,"3.48",49,53,2,0.6,1.4,"3.33",0,0,0,4,0,2.5,-0.5,"0.80",4,0.8,"1.25",0.08,0.02,0.06,"4.00",0.08,0.1,-0.02,"0.80",0.16,0.12,0.04,"1.33",1,0,0,0,1,112,2,10,0,8,0,0,0,3,0,135,"Christian Günter","https://fbref.com/en/players/8593f88c/Christian-Gunter"
"184","H. Ito","Bayern München","Abwehr",3.6,"JPN","DF","25",1999,3,3,3,1,0,250,42,2.8,"3.38",13,7,1,0.4,0.6,"2.50",0,0,0,0,0,0.4,-0.4,"0.00",1,0.2,"1.25",0.36,0.13,0.23,"2.77",0,0.14,-0.14,"0.00",0.36,0.27,0.09,"1.33",0,1,0,0,0,18,2,5,0,0,0,0,0,0,0,25,"Hiroki Ito","https://fbref.com/en/players/204dded0/Hiroki-Ito"
"185","Haberer","1. FC Union Berlin","Mittelfeld",1.7,"GER","MF,DF","30",1994,21,21,7,1,6,1704,61,18.8,"3.86",36,50,0,0.7,-0.7,"0.00",0,0,0,0,0,0.8,-0.8,"0.00",0,-1.6,"0.00",0,0.04,-0.04,"0.00",0,0.04,-0.04,"0.00",0,0.08,-0.08,"0.00",0,1,0,0,0,98,-32,0,0,0,0,0,0,0,0,66,"Janik Haberer","https://fbref.com/en/players/70dcf94d/Janik-Haberer"
"186","Hack","Bor. Mönchengladbach","Mittelfeld",3.5,"GER","FW,MF","25",1998,27,27,6,2,1,2188,66,24.1,"3.71",55,57,4,5.4,-1.4,"0.74",0,0,0,8,1,3.6,3.4,"1.94",11,2,"1.22",0.17,0.22,-0.05,"0.77",0.29,0.15,0.14,"1.93",0.46,0.38,0.08,"1.21",0,4,0,0,1,120,-24,16,0,16,2,0,0,3,0,133,"Robin Hack","https://fbref.com/en/players/0174ba21/Robin-Hack"
"187","Haller","Borussia Dortmund",NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,"NaN",2,0,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"188","Hanche-Olsen","1. FSV Mainz 05","Abwehr",3.2,"NOR","DF","27",1997,12,12,10,5,6,1337,61,14.3,"3.44",47,37,1,0.8,0.2,"1.25",0,0,0,2,0,0.3,0.7,"3.33",2,0.9,"1.82",0.07,0.06,0.01,"1.17",0.07,0.02,0.05,"3.50",0.14,0.08,0.06,"1.75",0,2,1,0,0,68,4,5,0,4,0,-3,0,0,0,78,"Andreas Hanche-Olsen","https://fbref.com/en/players/2e77d607/Andreas-Hanche-Olsen"
"189","Hansen-Aaröen","Werder Bremen",NA,NA,NA,NA,NA,NA,0,0,0,0,9,0,NA,NA,"NaN",15,15,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"190","Harres","Holstein Kiel","Sturm",0.6,"GER","FW","22",2002,17,17,9,3,1,1544,59,17.2,"3.85",39,63,8,5.9,2.1,"1.36",0,0,0,2,0,1.3,-0.3,"0.77",9,1.8,"1.25",0.47,0.34,0.13,"1.38",0.06,0.07,-0.01,"0.86",0.52,0.42,0.1,"1.24",0,3,0,0,0,86,-28,24,0,4,0,0,0,0,0,86,"Phil Harres","https://fbref.com/en/players/07db670d/Phil-Harres"
"191","Hendriks","VfB Stuttgart","Abwehr",2,"NED","DF","23",2001,10,10,15,4,8,1140,46,12.8,"3.50",59,52,0,0.6,-0.6,"0.00",0,0,0,1,0,1,0,"1.00",1,-0.6,"0.62",0,0.04,-0.04,"0.00",0.08,0.08,0,"1.00",0.08,0.12,-0.04,"0.67",0,3,0,0,0,70,0,0,0,2,0,0,0,0,0,72,"Ramon Hendriks","https://fbref.com/en/players/5a28ad23/Ramon-Hendriks"
"192","Hennrich","TSG Hoffenheim","Mittelfeld",0.5,"GER","MF","19",2005,0,0,1,0,0,11,11,0.1,"NaN",1,1,0,0,0,"NaN",0,0,0,0,0,0,0,"NaN",0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,"Paul Hennrich","https://fbref.com/en/players/ffaf1c99/Paul-Hennrich"
"193","Henrichs","RB Leipzig","Abwehr",3.4,"GER","DF","27",1997,10,10,5,1,0,934,62,10.4,"3.73",24,20,0,0.4,-0.4,"0.00",0,0,0,2,0,1.4,0.6,"1.43",2,0.2,"1.11",0,0.04,-0.04,"0.00",0.19,0.14,0.05,"1.36",0.19,0.18,0.01,"1.06",0,3,0,0,0,50,-10,0,0,4,0,0,0,0,0,44,"Benjamin Henrichs","https://fbref.com/en/players/0a89e877/Benjamin-Henrichs"
"194","Hermoso","Bayer 04 Leverkusen","Abwehr",2,"ESP","DF","29",1995,3,3,1,0,1,292,73,3.3,"3.67",9,4,0,0.4,-0.4,"0.00",0,0,0,0,0,0.2,-0.2,"0.00",0,-0.6,"0.00",0,0.11,-0.11,"0.00",0,0.06,-0.06,"0.00",0,0.17,-0.17,"0.00",0,0,0,0,0,14,-2,0,0,0,0,0,0,0,0,12,"Mario Hermoso","https://fbref.com/en/players/555f3a0b/Mario-Hermoso"
"195","Herrmann","Bor. Mönchengladbach",NA,NA,NA,NA,NA,NA,0,0,0,0,2,0,NA,NA,"NaN",0,3,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"196","Hincapie","Bayer 04 Leverkusen","Abwehr",2.6,"ECU","DF","22",2002,28,28,4,3,1,2669,83,29.7,"2.97",68,42,2,2.9,-0.9,"0.69",0,0,0,2,0,3.2,-1.2,"0.62",4,-2.1,"0.66",0.07,0.1,-0.03,"0.70",0.07,0.11,-0.04,"0.64",0.13,0.21,-0.08,"0.62",1,8,0,0,0,120,66,10,0,4,0,0,0,0,0,200,"Piero Hincapié","https://fbref.com/en/players/0c7a48f8/Piero-Hincapie"
"197","Hlozek","TSG Hoffenheim","Sturm",1.8,"CZE","FW,MF","22",2002,22,22,5,1,0,1875,69,20.8,"3.59",38,59,8,5.6,2.4,"1.43",0,0,0,4,0,3.5,0.5,"1.14",12,2.9,"1.32",0.38,0.27,0.11,"1.41",0.19,0.17,0.02,"1.12",0.58,0.44,0.14,"1.32",0,2,0,0,4,98,-8,24,0,8,0,0,0,12,0,134,"Adam Hložek","https://fbref.com/en/players/5521f419/Adam-Hlozek"
"198","Hofmann","Bayer 04 Leverkusen","Mittelfeld",4,"GER","MF,DF","32",1992,4,4,7,3,16,353,32,4,"3.64",54,33,2,1,1,"2.00",0,0,0,1,0,0.4,0.6,"2.50",3,1.6,"2.14",0.51,0.25,0.26,"2.04",0.25,0.11,0.14,"2.27",0.76,0.35,0.41,"2.17",0,1,0,0,0,30,-4,8,0,2,0,0,0,0,0,36,"Jonas Hofmann","https://fbref.com/en/players/2903a856/Jonas-Hofmann"
"199","Hollerbach","1. FC Union Berlin","Sturm",1.8,"GER","FW,MF","23",2001,30,30,4,4,0,2554,75,28.2,"3.50",36,50,9,7,2,"1.29",0,0,0,2,2,1.6,-0.6,"0.62",10,1.4,"1.16",0.32,0.25,0.07,"1.28",0.04,0.06,-0.02,"0.67",0.35,0.31,0.04,"1.13",0,3,0,0,5,128,0,27,0,4,4,0,0,15,0,178,"Benedict Hollerbach","https://fbref.com/en/players/2a158218/Benedict-Hollerbach"
"200","Holtby","Holstein Kiel","Mittelfeld",1.8,"GER","MF","33",1990,13,13,12,6,1,1241,50,13.8,"4.24",38,65,0,0.5,-0.5,"0.00",0,0,0,1,1,1.5,-0.5,"0.67",1,-1.1,"0.48",0,0.04,-0.04,"0.00",0.07,0.11,-0.04,"0.64",0.07,0.15,-0.08,"0.47",0,1,0,1,0,76,-56,0,0,2,2,0,-6,0,0,18,"Lewis Holtby","https://fbref.com/en/players/410ab123/Lewis-Holtby"
"201","Holtmann","VfL Bochum","Sturm",1,"PHI","DF,FW","29",1995,12,12,11,7,2,1137,49,12.6,"3.76",21,51,2,2,0,"1.00",0,0,0,1,0,2.9,-1.9,"0.34",3,-1.9,"0.61",0.16,0.16,0,"1.00",0.08,0.23,-0.15,"0.35",0.24,0.39,-0.15,"0.62",0,2,0,0,0,70,-20,6,0,2,0,0,0,0,0,58,"Gerrit Holtmann","https://fbref.com/en/players/2979c05a/Gerrit-Holtmann"
"202","Hong","1. FSV Mainz 05","Mittelfeld",2,"KOR","MF","25",1999,4,4,19,4,9,514,22,5.9,"3.56",52,42,0,0.5,-0.5,"0.00",0,0,0,1,0,1.5,-0.5,"0.67",1,-0.9,"0.53",0,0.08,-0.08,"0.00",0.17,0.25,-0.08,"0.68",0.17,0.33,-0.16,"0.52",0,0,0,0,0,54,-2,0,0,2,0,0,0,0,0,54,"Hong Hyunseok","https://fbref.com/en/players/9a234cc9/Hong-Hyunseok"
"203","Honorat","Bor. Mönchengladbach","Mittelfeld",2.8,"FRA","FW","27",1996,18,18,1,1,1,1453,76,16,"3.42",37,32,4,4.5,-0.5,"0.89",0,0,0,9,0,5.3,1.7,"1.32",11,1.2,"1.12",0.25,0.28,-0.03,"0.89",0.44,0.33,0.11,"1.33",0.69,0.61,0.08,"1.13",0,0,0,0,1,74,6,16,0,18,0,0,0,3,0,117,"Franck Honorat","https://fbref.com/en/players/db7849ca/Franck-Honorat"
"204","Honsak","1. FC Heidenheim","Sturm",1.3,"AUT","FW,DF","27",1996,12,12,10,3,0,1174,53,13.1,"3.80",25,47,5,3.3,1.7,"1.52",0,0,0,1,0,1.6,-0.6,"0.62",6,1.1,"1.22",0.38,0.26,0.12,"1.46",0.08,0.12,-0.04,"0.67",0.46,0.38,0.08,"1.21",0,1,0,0,0,68,-18,15,0,2,0,0,0,0,0,67,"Mathias Honsak","https://fbref.com/en/players/3dbdbb6a/Mathias-Honsak"
"205","Hradecky","Bayer 04 Leverkusen","Tor",3.6,"FIN","GK","34",1989,29,29,0,0,4,2610,90,29,"3.17",70,40,0,0,0,"NaN",0,0,0,0,0,0,0,"NaN",0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,1,0,0,0,116,38,0,0,0,0,0,0,0,12,166,"Lukáš Hrádecký","https://fbref.com/en/players/ad3389d5/Lukas-Hradecky"
"206","Hranac","TSG Hoffenheim","Abwehr",1.8,"CZE","DF","24",2000,2,2,2,2,15,219,55,2.4,"4.50",22,42,0,0,0,"NaN",0,0,0,0,0,0,0,"NaN",0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,0,0,12,-16,0,0,0,0,0,0,0,0,-4,"Robin Hranáč","https://fbref.com/en/players/95d5aea2/Robin-Hranac"
"207","Huth","SC Freiburg","Tor",0.5,NA,NA,NA,NA,0,0,0,0,12,0,NA,NA,"NaN",22,20,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"208","Höfler","SC Freiburg","Mittelfeld",2.4,"GER","MF","34",1990,7,7,13,1,14,782,39,8.8,"3.75",49,53,0,0.2,-0.2,"0.00",0,0,0,0,0,0.1,-0.1,"0.00",0,-0.3,"0.00",0,0.03,-0.03,"0.00",0,0.01,-0.01,"0.00",0,0.04,-0.04,"0.00",0,3,0,0,0,54,-8,0,0,0,0,0,0,0,0,46,"Nicolas Höfler","https://fbref.com/en/players/5d8e331f/Nicolas-Hofler"
"209","Höler","SC Freiburg","Sturm",2.8,"GER","FW,MF","30",1994,21,21,10,4,2,1869,60,20.7,"3.52",47,51,6,6.9,-0.9,"0.87",1,0,1,5,0,2.9,1.1,"1.38",10,0.199999999999999,"1.02",0.29,0.33,-0.04,"0.88",0.19,0.14,0.05,"1.36",0.48,0.47,0.01,"1.02",0,3,0,0,2,104,-2,18,0,10,0,0,0,6,0,136,"Lucas Höler","https://fbref.com/en/players/ca618d23/Lucas-Holer"
"210","Ibrahimovic","Bayern München","Sturm",1.2,"GER","FW","18",2005,0,0,1,0,5,0,0,0,"NaN",15,6,0,0,0,"NaN",0,0,0,0,0,0,0,"NaN",0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,"Arijon Ibrahimović","https://fbref.com/en/players/f5c4fd91/Arijon-Ibrahimovic"
"211","Ilic","1. FC Union Berlin","Sturm",1.4,"SRB","FW","24",2000,11,11,5,4,0,942,59,10.4,"3.67",20,27,6,4.1,1.9,"1.46",1,1,0,0,0,0.3,-0.3,"0.00",6,1.6,"1.36",0.58,0.39,0.19,"1.49",0,0.03,-0.03,"0.00",0.58,0.42,0.16,"1.38",0,1,0,0,3,54,-10,18,3,0,0,0,0,9,0,74,"Andrej Ilic","https://fbref.com/en/players/cd2cb5bb/Andrej-Ilic"
"212","Irvine","FC St. Pauli","Mittelfeld",2.2,"AUS","MF","31",1993,29,29,0,0,0,2610,90,29,"3.53",25,35,0,3,-3,"0.00",0,0,0,5,0,3.9,2.1,"1.54",6,-1,"0.86",0,0.1,-0.1,"0.00",0.21,0.14,0.07,"1.50",0.21,0.24,-0.03,"0.88",0,2,0,0,1,116,-4,0,0,10,0,0,0,3,0,125,"Jackson Irvine","https://fbref.com/en/players/4637747c/Jackson-Irvine"
"213","Is","Eintracht Frankfurt",NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,"NaN",2,2,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"214","Itakura","Bor. Mönchengladbach","Abwehr",2,"JPN","DF","27",1997,31,31,0,0,0,2790,90,31,"3.42",51,52,3,1.6,1.4,"1.88",0,0,0,2,0,0.8,-0.8,"0.00",3,0.5,"1.20",0.1,0.05,0.05,"2.00",0,0.03,-0.03,"0.00",0.1,0.08,0.02,"1.25",0,5,0,0,1,124,10,15,0,4,0,0,0,3,0,156,"Ko Itakura","https://fbref.com/en/players/97d545ae/Ko-Itakura"
"215","Ivezic","Holstein Kiel","Mittelfeld",1.6,"SRB","DF","22",2001,18,18,5,1,10,1657,72,18.4,"4.16",46,79,0,0.6,-0.6,"0.00",0,0,0,0,0,0.2,-0.2,"0.00",0,-0.8,"0.00",0,0.03,-0.03,"0.00",0,0.01,-0.01,"0.00",0,0.04,-0.04,"0.00",0,5,0,0,0,82,-50,0,0,0,0,0,0,0,0,32,"Marko Ivezić","https://fbref.com/en/players/964f4f30/Marko-Ivezic"
"216","J. Eggestein","FC St. Pauli","Sturm",1.7,"GER","FW","26",1998,22,22,5,1,5,1866,69,20.6,"3.91",28,39,2,3.1,-1.1,"0.65",2,1,1,4,0,2.1,1.9,"1.90",6,0.8,"1.15",0.1,0.15,-0.05,"0.67",0.19,0.1,0.09,"1.90",0.29,0.25,0.04,"1.16",0,3,0,0,1,98,-38,6,3,8,0,0,0,3,0,80,"Johannes Eggestein","https://fbref.com/en/players/d571df78/Johannes-Eggestein"
"217","J.-S. Lee","1. FSV Mainz 05","Mittelfeld",2.8,"KOR","MF","31",1992,31,31,2,2,0,2665,81,29.4,"3.30",52,41,7,5.3,1.7,"1.32",0,0,0,8,2,5,1,"1.20",13,2.7,"1.26",0.24,0.18,0.06,"1.33",0.2,0.17,0.03,"1.18",0.44,0.35,0.09,"1.26",0,4,0,0,3,128,26,28,0,16,4,0,0,9,0,211,"Lee Jae-sung","https://fbref.com/en/players/34b0387f/Lee-Jae-sung"
"218","Jaeckel","1. FC Union Berlin",NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,"NaN",1,1,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"219","Jakic","FC Augsburg","Mittelfeld",1.8,"CRO","MF","27",1997,27,27,4,1,0,2310,75,25.6,"3.77",31,45,0,0.8,-0.8,"0.00",0,0,0,1,0,1.2,-0.2,"0.83",1,-1,"0.50",0,0.03,-0.03,"0.00",0.04,0.05,-0.01,"0.80",0.04,0.08,-0.04,"0.50",0,2,0,0,2,116,-30,0,0,2,0,0,0,6,0,94,"Kristijan Jakić","https://fbref.com/en/players/a8ee54ad/Kristijan-Jakic"
"220","Janes","1. FC Heidenheim","Mittelfeld",0.5,NA,NA,NA,NA,0,0,0,0,2,0,NA,NA,"NaN",2,4,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"221","Jaquez","VfB Stuttgart","Abwehr",1.8,"SUI","DF","21",2003,2,2,3,2,8,253,51,2.8,"2.88",25,21,0,0.2,-0.2,"0.00",0,0,0,0,0,0,0,"NaN",0,-0.2,"0.00",0,0.08,-0.08,"0.00",0,0,0,"NaN",0,0.08,-0.08,"0.00",0,0,0,0,0,14,10,0,0,0,0,0,0,0,0,24,"Luca Jaquez","https://fbref.com/en/players/a400da8e/Luca-Jaquez"
"222","Jatta","RB Leipzig","Mittelfeld",0.5,NA,NA,NA,NA,0,0,0,0,3,0,NA,NA,"NaN",5,6,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"223","Javorcek","Holstein Kiel","Abwehr",1.2,"SVK","DF,MF","21",2002,4,4,9,1,12,382,29,4.3,"4.30",41,60,0,0,0,"NaN",0,0,0,2,0,1,1,"2.00",2,1,"2.00",0,0,0,"NaN",0.47,0.23,0.24,"2.04",0.47,0.24,0.23,"1.96",0,2,0,0,0,34,-16,0,0,4,0,0,0,0,0,22,"Dominik Javorček","https://fbref.com/en/players/3a2cf67d/Dominik-Javorcek"
"224","Jeltsch","VfB Stuttgart","Abwehr",1.6,"GER","DF","18",2006,9,9,3,0,1,777,65,8.7,"3.56",25,21,0,0.1,-0.1,"0.00",0,0,0,0,0,0.1,-0.1,"0.00",0,-0.1,"0.00",0,0.01,-0.01,"0.00",0,0.01,-0.01,"0.00",0,0.02,-0.02,"0.00",0,2,0,0,0,42,-2,0,0,0,0,0,0,0,0,40,"Finn Jeltsch","https://fbref.com/en/players/227c9f36/Finn-Jeltsch"
"225","Jenz","1. FSV Mainz 05","Abwehr",2,"GER","DF","25",1999,18,18,1,0,4,1601,84,17.8,"3.22",38,28,0,1.6,-1.6,"0.00",0,0,0,0,0,0.3,-0.3,"0.00",0,-1.8,"0.00",0,0.09,-0.09,"0.00",0,0.01,-0.01,"0.00",0,0.1,-0.1,"0.00",0,4,0,0,0,74,20,0,0,0,0,0,0,0,0,94,"Moritz Jenz","https://fbref.com/en/players/ee644761/Moritz-Jenz"
"226","Jeong","1. FC Union Berlin","Mittelfeld",1.6,"KOR","MF,FW","24",1999,17,16,6,1,0,1274,55,14,"3.88",22,30,3,2.8,0.2,"1.07",0,0,0,2,0,1.7,0.3,"1.18",5,0.6,"1.14",0.21,0.2,0.00999999999999998,"1.05",0.14,0.12,0.02,"1.17",0.36,0.31,0.05,"1.16",0,2,0,0,0,80,-26,12,0,4,0,0,0,0,0,70,"Jeong Woo-yeong","https://fbref.com/en/players/6190474d/Jeong-Woo-yeong"
"227","Jessen","Borussia Dortmund",NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,"NaN",2,1,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"228","Joao Palhinha","Bayern München","Mittelfeld",5,"POR","MF","29",1995,6,6,11,3,6,714,42,7.5,"3.56",72,23,0,0.7,-0.7,"0.00",0,0,0,1,0,0.2,-0.2,"0.00",0,-0.9,"0.00",0,0.09,-0.09,"0.00",0,0.03,-0.03,"0.00",0,0.12,-0.12,"0.00",0,2,0,1,0,46,-2,0,0,2,0,0,-6,0,0,40,"João Palhinha","https://fbref.com/en/players/a78ff07f/Joao-Palhinha"
"229","Johansson","Holstein Kiel","Abwehr",1.4,"SWE","DF","30",1994,7,6,3,0,7,648,65,6.3,"4.42",27,42,0,0,0,"NaN",0,0,0,0,0,0.4,-0.4,"0.00",0,-0.5,"0.00",0,0.01,-0.01,"0.00",0,0.06,-0.06,"0.00",0,0.07,-0.07,"0.00",0,0,0,1,0,34,-22,0,0,0,0,0,-6,0,0,6,"Carl Johansson","https://fbref.com/en/players/02f7a79a/Carl-Johansson"
"230","Jordan","1. FC Union Berlin","Sturm",1.8,"USA","FW","28",1996,10,10,8,3,2,906,50,10.1,"4.12",16,27,0,3.2,-3.2,"0.00",0,0,0,1,0,0.9,0.1,"1.11",1,-3.1,"0.24",0,0.32,-0.32,"0.00",0.1,0.09,0.01,"1.11",0.1,0.4,-0.3,"0.25",0,2,0,0,0,56,-32,0,0,2,0,0,0,0,0,26,"Jordan Pefok","https://fbref.com/en/players/b684a484/Jordan-Pefok"
"231","Juranovic","1. FC Union Berlin","Abwehr",1.8,"CRO","DF,MF","28",1995,13,13,4,2,1,1158,68,12.9,"3.73",19,30,0,0.3,-0.3,"0.00",0,0,0,1,0,1.8,-0.8,"0.56",1,-1.1,"0.48",0,0.02,-0.02,"0.00",0.08,0.14,-0.06,"0.57",0.08,0.16,-0.08,"0.50",0,4,0,0,0,60,-14,0,0,2,0,0,0,0,0,48,"Josip Juranović","https://fbref.com/en/players/0a084b35/Josip-Juranovic"
"232","K. Behrens","VfL Wolfsburg","Sturm",1.8,"GER","FW","33",1991,0,0,18,1,14,153,8,1.9,"5.00",52,49,1,2.3,-1.3,"0.43",0,0,0,1,0,0.1,-0.1,"0.00",1,-1.4,"0.42",0.53,1.24,-0.71,"0.43",0,0.06,-0.06,"0.00",0.53,1.3,-0.77,"0.41",0,2,0,0,0,36,-6,3,0,2,0,0,0,0,0,35,"Kevin Behrens","https://fbref.com/en/players/30ae134d/Kevin-Behrens"
"233","K. Schlotterbeck","FC Augsburg","Abwehr",2.8,"GER","DF","27",1997,15,14,3,2,10,1298,72,14.4,"3.50",29,47,3,0.8,2.2,"3.75",0,0,0,1,0,0.6,0.4,"1.67",4,2.6,"2.86",0.21,0.05,0.16,"4.20",0.07,0.04,0.03,"1.75",0.28,0.1,0.18,"2.80",0,2,1,0,0,66,0,15,0,2,0,-3,0,0,0,80,"Keven Schlotterbeck","https://fbref.com/en/players/f6bdc830/Keven-Schlotterbeck"
"234","K. Schmidt","SC Freiburg","Abwehr",0.8,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,"NaN",3,0,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"235","Kabadayi","FC Augsburg","Sturm",1,"GER","FW,MF","20",2004,0,0,5,0,7,66,13,0.8,"NaN",14,23,1,0.6,0.4,"1.67",0,0,0,0,0,0,0,"NaN",1,0.3,"1.43",1.27,0.82,0.45,"1.55",0,0.06,-0.06,"0.00",1.27,0.89,0.38,"1.43",0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,13,"Yusuf Kabadayı","https://fbref.com/en/players/a4a94bb2/Yusuf-Kabadayi"
"236","Kabar","Borussia Dortmund","Abwehr",0.8,"GER","DF","18",2006,1,1,4,0,12,134,27,1.5,"4.50",32,29,0,0,0,"NaN",0,0,0,0,0,0.5,-0.5,"0.00",0,-0.5,"0.00",0,0,0,"NaN",0,0.36,-0.36,"0.00",0,0.36,-0.36,"0.00",0,0,1,0,0,12,-4,0,0,0,0,-3,0,0,0,5,"Almugera Kabar","https://fbref.com/en/players/02a10dc0/Almugera-Kabar"
